쫄병 짜파게티,2021-10-01 00:00:00,농심,30,1회제공량,계란/우유/대두/밀/돼지고기/쇠고기/게/새우/조개류,150,250,18,2.7,3.7,2,농심_쫄병 짜파게티.jpg
쌀새우깡,2021-10-01 00:00:00,농심,80,1봉지,밀/새우/대두/우유/쇠고기,410,460,52,5,6,5,농심_쌀새우깡.jpg
매운새우깡,2021-10-01 00:00:00,농심,30,1회제공량,밀/새우/대두/우유/토마토/게/돼지곡/쇠고기,150,220,20,2.1,2,2,농심_매운새우깡.jpg
꼬북칩 달콤한 콩가루 인절미맛,2021-10-01 00:00:00,오리온,30,1회제공량,밀/우유/대두/땅콩,172,110,14,4,4.9,2,오리온_꼬북칩 달콤한 콩가루 인절미맛.jpg
꼬북칩 초코츄러스맛,2021-10-01 00:00:00,오리온,30,1회제공량,밀/우유/대두,156,75,19,9,5,2,오리온_꼬북칩 초코츄러스맛.jpg
포카칩 오리지널,2021-10-01 00:00:00,오리온,30,1회제공량,우유/대두/쇠고기,167,115,15,0.4,4.1,2,오리온_포카칩 오리지널.jpg
치즈뿌린치킨팝,2021-10-01 00:00:00,오리온,65,1봉지,밀/우유/대두/쇠고기/닭고기,333,310,42,17,7,3,오리온_치즈뿌린치킨팝.jpg
치킨팝 닭강정맛,2021-10-01 00:00:00,오리온,81,1봉지,토마토/대두/밀/쇠고기/닭고기/새우,418,350,52,23,9,3,오리온_치킨팝 닭강정맛.jpg
도도한나초 치즈맛,2021-10-01 00:00:00,오리온,30,1회제공량,우유/대두/밀/쇠고기,156,190,18,1,3.6,3,오리온_도도한나초 치즈맛.jpg
썬,2021-10-01 00:00:00,오리온,30,1회제공량,우유/대두/밀/계란/닭고기/쇠고기,156,130,19,2,3.2,2,오리온_썬.jpg
스윙칩 볶음고추장맛,2021-10-01 00:00:00,오리온,60,1봉지,밀/우유대두/토마토/쇠고기,347,220,32,2,7,3,오리온_스윙칩 볶음고추장맛.jpg
오징어땅콩,2021-10-01 00:00:00,오리온,30,1회제공량,땅콩/밀/오징어/새우/게/조개류(굴),147,100,17,6,1.7,4,오리온_오징어땅콩.jpg
오감자 감자그라탕,2021-10-01 00:00:00,오리온,30,1회제공량,우유/대두/밀/새우/돼지곡,166,170,18,1,3.7,1,오리온_오감자 감자그라탕.jpg
눈을감자,2021-10-01 00:00:00,오리온,30,1회제공량,우유/대두/밀/닭고기/쇠고기,156,190,19,1,2.6,2,오리온_눈을감자.jpg
대단한나초,2021-10-01 00:00:00,오리온,30,1회제공량,우유/대두/밀/달걀,171,100,16,1,4.7,2,오리온_대단한나초.jpg
왕고래밥,2021-10-01 00:00:00,오리온,56,1봉지,밀/달걀/우유/대두/토마토/돼지고기/쇠고기/오징어/조개류(굴),247,390,42,6,3.6,4,오리온_왕고래밥.jpg
고추칩,2021-10-01 00:00:00,오리온,100,100g,우유/대두함유,536,560,56,2,12,6,오리온_고추칩.jpg
콰삭칩 사워어니언맛,2021-10-01 00:00:00,오리온,30,1회제공량,밀/우유/대두,167,200,16,2,4,1,오리온_콰삭칩 사워어니언맛.jpg
콰삭칩 트러플솔트맛,2021-10-01 00:00:00,오리온,30,1회제공량,밀/대두/우유,167,250,16,2,4.2,1,오리온_콰삭칩 트러플솔트맛.jpg
무뚝뚝 감자칩,2021-10-01 00:00:00,오리온,30,1회제공량,대두,166,290,17,1,4.2,2,오리온_무뚝뚝 감자칩.jpg
마켓오 감자톡 매콤달콤,2021-10-01 00:00:00,오리온,100,100g,우유/대두,486,710,71,6,10,1,오리온_마켓오 감자톡 매콤달콤.jpg
땅콩강정,2021-10-01 00:00:00,오리온,30,1회제공량,밀/대두/땅콩/돼지고기,138,80,21,8,0.7,3,오리온_땅콩강정.jpg
초코송이,2021-10-01 00:00:00,오리온,36,1곽,밀/우유/대두/쇠고기,190,80,23,15,6,2,오리온_초코송이.jpg
크런치 케이준 눈을감자,2021-10-01 00:00:00,오리온,30,1회제공량,밀/우유/대두/토마토/쇠고기/닭고기,156,220,19,1,4.2,2,오리온_크런치 케이준 눈을감자.jpg
카스타드,2021-10-01 00:00:00,오리온,23,1개,계란/밀/우유/대두,102,40,11,6,2.6,1,오리온_카스타드.jpg
와클,2021-10-01 00:00:00,오리온,76,1곽,밀/우유/대두/쇠고기,377,390,51,13,8,5,오리온_와클.jpg
쿠쉬쿠쉬 갈릭바게트맛,2021-10-01 00:00:00,오리온,32.8,1봉지,우유/밀,148,180,24,4,2.8,3,오리온_쿠쉬쿠쉬 갈릭바게트맛.jpg
예감 오리지널,2021-10-01 00:00:00,오리온,16,1봉지,우유/대두,76,100,10,2,2,1,오리온_예감 오리지널.jpg
예감 치즈그라탕,2021-10-01 00:00:00,오리온,17,1봉지,밀/우유/대두/새우/오징어/쇠고기,84,100,11,2,2,1,오리온_예감 치즈그라탕.jpg
썬 갈릭바게트,2021-10-01 00:00:00,오리온,30,1회제공량,우유/대두/밀,151,130,20,4,3,2,오리온_썬 갈릭바게트.jpg
초코칩쿠키 오리지널,2021-10-01 00:00:00,오리온,64,1봉지,밀/우유/계란/대두/쇠고기,328,200,42,18,8,4,오리온_초코칩쿠키 오리지널.jpg
고소미,2021-10-01 00:00:00,오리온,18,1봉지,밀/우유/조개류(굴)/쇠고기,93,55,11,5,2.5,1,오리온_고소미.jpg
하양송이,2021-10-01 00:00:00,오리온,36,1곽,밀/우유/대두/쇠고기,200,180,22,14,7,1,오리온_하양송이.jpg
배배,2021-10-01 00:00:00,오리온,40,1봉지,밀/달걀/우유,192,160,28,13,4.9,2,오리온_배배.jpg
원조 고소미,2021-10-01 00:00:00,오리온,100,100g,밀/우유/대두/쇠고기,460,540,69,9,7,10,오리온_원조 고소미.jpg
참붕어빵,2021-10-01 00:00:00,오리온,29,1봉지,계란/밀/우유/게/대두,121,70,17,10,2.3,2,오리온_참붕어빵.jpg
초코파이 정 민트초코,2021-10-01 00:00:00,오리온,28,1개,밀/달걀/우유/대두/돼지고기/쇠고기,131,60,16,11,4.3,1,오리온_초코파이 정 민트초코.jpg
다이제씬 민트초코,2021-10-01 00:00:00,오리온,30,1봉지,밀/우유/대두/쇠고기,144,160,22,1,4,1,오리온_다이제씬 민트초코.jpg
오뜨 치즈,2021-10-01 00:00:00,오리온,24,1봉지,우유/대두/계란/밀,110,55,12,7,3.1,2,오리온_오뜨 치즈.jpg
초코파이 정 바나나,2021-10-01 00:00:00,오리온,37,1개,밀/달걀/우유/대두/돼지고기/쇠고기,168,55,22,14,3.7,2,오리온_초코파이 정 바나나.jpg
예감 볶음양파맛,2021-10-01 00:00:00,오리온,32,1봉지,밀/대두/우유,160,190,20,3,3.5,2,오리온_예감 볶음양파맛.jpg
미쯔 블랙,2021-10-01 00:00:00,오리온,42,1봉지,밀/우유/대두/게,208,120,31,14,4,3,오리온_미쯔 블랙.jpg
꼬깔콘 고소한맛,2021-10-01 00:00:00,롯데,100,100g,대두/밀,570,480,59,5,12,5,롯데_꼬깔콘 고소한맛.jpg
에어베이크드쎈그레인,2021-10-01 00:00:00,롯데,30,1회제공량,달걀/밀/대두/우유/닭고기/쇠고기,130,250,23,2,1.1,1.3,롯데_에어베이크드쎈그레인.jpg
꼬깔콘 군옥수수맛,2021-10-01 00:00:00,롯데,100,100g,밀/대두/우유,570,430,59,5,12,5,롯데_꼬깔콘 군옥수수맛.jpg
꼬깔콘 매콤달콤한맛,2021-10-01 00:00:00,롯데,100,100g,우유/대두/밀/쇠고기,570,590,59,7,12,5,롯데_꼬깔콘 매콤달콤한맛.jpg
칸쵸,2021-10-01 00:00:00,롯데,235,1봉지,밀/대두/우유/땅콩,196,140,33,15,6,3,롯데_칸쵸.jpg
몽쉘 카카오 생크림 케이크,2021-10-01 00:00:00,롯데,32,1봉,밀/우유/대두/달걀/쇠고기,170,110,15,9,7,2.2,롯데_몽쉘 카카오 생크림 케이크.jpg
몽쉘 크림케이크,2021-10-01 00:00:00,롯데,32,1봉,밀/우유/대두/계란/쇠고기,170,55,15,8,7,2.2,롯데_몽쉘 크림케이크.jpg
꼬깔콘 찰옥수수맛,2021-10-01 00:00:00,롯데,30,1회제공량,우유/대두,170,200,17.6,2.2,3.3,1.4,롯데_꼬깔콘 찰옥수수맛.jpg
도리토스 갈비천왕 치킨맛,2021-10-01 00:00:00,롯데,100,100g,밀/대두/토마토/닭고기/계란,515,510,65,4,8,7,롯데_도리토스 갈비천왕 치킨맛.jpg
뻥소리,2021-10-01 00:00:00,롯데,100,100g,우유/땅콩/대두,432,35,84,28,4.6,6,롯데_뻥소리.jpg
오잉 해물맛,2021-10-01 00:00:00,롯데,75,1봉지,밀/새우/게/대두/오징어/쇠고기,380,510,52,5,8,3.4,롯데_오잉 해물맛.jpg
웰빙곡물 울트라짱,2021-10-01 00:00:00,롯데,100,100g,밀,515,230,69,22,11,5,롯데_웰빙곡물 울트라짱.jpg
빼빼로 꼬깔콘,2021-10-01 00:00:00,롯데,35,1곽,우유/대두/땅콩밀,180,140,22,15,5,3,롯데_빼빼로 꼬깔콘.jpg
야채크래커,2021-10-01 00:00:00,롯데,28,1회제공량,밀/쇠고기/대두,145,220,18,3,3.5,2,롯데_야채크래커.jpg
빈츠,2021-10-01 00:00:00,롯데,8.5,1봉,밀/우유/대두,45,15,5,3,1.3,1,롯데_빈츠.jpg
칙촉 오리지널,2021-10-01 00:00:00,롯데,90,1곽,밀/대두/우유/계란,440,200,55,30,14,6,롯데_칙촉 오리지널.jpg
칙촉 티라미수,2021-10-01 00:00:00,롯데,90,1곽,우유/대두/밀/계란,435,290,49,26,14,6,롯데_칙촉 티라미수.jpg
몬스터 칙촉 쇼콜라,2021-10-01 00:00:00,롯데,40,1개,밀/우유/대두/계란,200,85,24,14,6,3,롯데_몬스터 칙촉 쇼콜라.jpg
몬스터 칙촉 티라미수,2021-10-01 00:00:00,롯데,40,1개,밀/우유/대두/계란,200,130,22,12,6,3,롯데_몬스터 칙촉 티라미수.jpg
ABC 초코쿠키,2021-10-01 00:00:00,롯데,50,1갑,우유/대두/밀/달걀,265,115,30,17,8,3.4,롯데_ABC 초코쿠키.jpg
ABC 초코쿠키 쿠키앤크림,2021-10-01 00:00:00,롯데,43,1갑,우유/대두/밀/달걀,235,120,26,15,7,3,롯데_ABC 초코쿠키 쿠키앤크림.jpg
제크,2021-10-01 00:00:00,롯데,50,1봉,밀/우유/대두/쇠고기,255,540,33,3,6.5,3,롯데_제크.jpg
마가렛트,2021-10-01 00:00:00,롯데,22,1봉,밀/계란/우유/대두/땅콩,112,80,13,6,2.9,1.5,롯데_마가렛트.jpg
마가렛트 초코맘,2021-10-01 00:00:00,롯데,22,1봉,밀/계란/우유/대두/쇠고기,110,70,14,6,3,1.5,롯데_마가렛트 초코맘.jpg
빠다코코낫,2021-10-01 00:00:00,롯데,50,1봉,밀/대두/우유/아황산류,255,130,35,11,6.6,3,롯데_빠다코코낫.jpg
애플쿠키,2021-10-01 00:00:00,롯데,230,1곽,밀/대두/계란,1040,480,162,87,19,12,롯데_애플쿠키.jpg
하비스트 피넛버터샌드,2021-10-01 00:00:00,롯데,91,1개,밀/땅콩/대두/우유,255,160,27,15,8,2,롯데_하비스트 피넛버터샌드.jpg
하비스트 달콤고소,2021-10-01 00:00:00,롯데,100,1통,밀/대두/우유,515,350,67,24,12,6,롯데_하비스트 달콤고소.jpg
롯데샌드 파인애플,2021-10-01 00:00:00,롯데,53,1봉,밀/대두/계란/우유,270,115,36,15,6.9,2.2,롯데_롯데샌드 파인애플.jpg
빼빼로 화이트쿠키,2021-10-01 00:00:00,롯데,37,1곽,밀/우유/대두/계란,185,120,25,13,8,3,롯데_빼빼로 화이트쿠키.jpg
빼빼로 초코쿠키,2021-10-01 00:00:00,롯데,37,1곽,우유/대두/밀/계란,180,130,24,11,5,4,롯데_빼빼로 초코쿠키.jpg
빼빼로 아몬드,2021-10-01 00:00:00,롯데,37,1곽,밀/우유/대두/땅콩,205,100,20,11,4.9,4,롯데_빼빼로 아몬드.jpg
빼빼로 오리지널,2021-10-01 00:00:00,롯데,54,1곽,밀/대두/우유/땅콩,260,200,37,14,6,5,롯데_빼빼로 오리지널.jpg
빼빼로 누드치즈,2021-10-01 00:00:00,롯데,46,1곽,우유/대두/밀,240,190,30,18,8,3.1,롯데_빼빼로 누드치즈.jpg
빼빼로 누드초코,2021-10-01 00:00:00,롯데,43,1곽,밀/대두/우유,255,140,33,17,7,4,롯데_빼빼로 누드초코.jpg
빼빼로 딸기,2021-10-01 00:00:00,롯데,37,1곽,우유/대두/밀/땅콩,195,85,25,13,5,3,롯데_빼빼로 딸기.jpg
롯데샌드 깜뜨,2021-10-01 00:00:00,롯데,52,1봉지,밀/대두/우유,255,170,35,17,7,2,롯데_롯데샌드 깜뜨.jpg
에이비씨 초코쿠키 민트초코,2021-10-01 00:00:00,롯데,32,1봉지,우유/대두/밀/달걀,175,85,19,11,5,2.2,롯데_에이비씨 초코쿠키 민트초코.jpg
카스타드,2021-10-01 00:00:00,롯데,23,1봉,달걀/밀/대두/우유,105,35,12,8,3,1,롯데_카스타드.jpg
기린 클래식 카스테라,2021-10-01 00:00:00,롯데,85,1봉지,밀/계란/우유,265,85,48,30,1.1,6,롯데_기린 클래식 카스테라.jpg
크런키 민트초코볼,2021-10-01 00:00:00,롯데,42,1봉지,우유/대두,215,40,28,14,6,3,롯데_크런키 민트초코볼.jpg
명가찰떡파이,2021-10-01 00:00:00,롯데,37.5,1봉,우유/밀/대두,40,90,26,11,2.7,0.9,롯데_명가찰떡파이.jpg
엄마손 파이,2021-10-01 00:00:00,롯데,26,1회제공량(2봉),밀/대두/우유,135,80,16,7,2.7,2,롯데_엄마손 파이.jpg
칙촉 시크릿,2021-10-01 00:00:00,롯데,240,1곽,밀/대두/우유/달걀,1170,890,141,84,36,16,롯데_칙촉 시크릿.jpg
명가 찰떡파이 크림치즈,2021-10-01 00:00:00,롯데,25,1봉,우유/밀/대두,100,80,16,8,2.1,0.5,롯데_명가 찰떡파이 크림치즈.jpg
빈츠 카페모카,2021-10-01 00:00:00,롯데,8.5,1봉,우유/대두/땅콩/밀/쇠고기,45,15,5,3,1.4,1,롯데_빈츠 카페모카.jpg
기린 모카케익,2021-10-01 00:00:00,롯데,95,1봉지,밀/대두/우유/계란,385,240,53,34,7,5,롯데_기린 모카케익.jpg
롯데샌드 민트초코,2021-10-01 00:00:00,롯데,52.5,1봉,밀/대두/우유,275,210,35,19,7,2,롯데_롯데샌드 민트초코.jpg
디저뜨와 구운 치즈케이크 타르트,2021-10-01 00:00:00,롯데,38,1봉,밀/우유/대두/달걀,190,200,20,12,5.8,2.2,롯데_디저뜨와 구운 치즈케이크 타르트.jpg
딸기쿠키,2021-10-01 00:00:00,롯데,230,1곽,밀/대두/계란,970,280,166,85,15,11,롯데_딸기쿠키.jpg
기린 미니꿀호떡,2021-10-01 00:00:00,롯데,80,1회제공량,밀/대두/우유,218,130,43,18,1.3,4,롯데_기린 미니꿀호떡.jpg
젤리셔스 조슈박 미니젤리,2021-10-01 00:00:00,롯데,15,1봉,돼지고기,50,5,11,8,0,1,롯데_젤리셔스 조슈박 미니젤리.jpg
카스타드 더블초코,2021-10-01 00:00:00,롯데,23,1봉,달걀/밀/대두/우유,102,55,12,8,3,1.3,롯데_카스타드 더블초코.jpg
치즈샌드,2021-10-01 00:00:00,크라운,100,100g,밀/우유/대두,499,540,67,18,15,6,크라운_치즈샌드.jpg
뽀또 치즈타르트,2021-10-01 00:00:00,크라운,100,100g,밀/우유/대두,494,510,66,20,14,8,크라운_뽀또 치즈타르트.jpg
쿠크다스 비엔나커피,2021-10-01 00:00:00,크라운,100,100g,밀/대두/계란/우유,548,200,59,38,21,6,크라운_쿠크다스 비엔나커피.jpg
초코하임 초코헤이즐넛,2021-10-01 00:00:00,크라운,100,100g,밀/대두/우유,530,140,59,37,16,8,크라운_초코하임 초코헤이즐넛.jpg
그레이스,2021-10-01 00:00:00,크라운,100,100g,밀/계란/땅콩,504,370,64,35,11,8,크라운_그레이스.jpg
참크래커,2021-10-01 00:00:00,크라운,100,100g,밀/대두/우유/쇠고기,450,740,74,0,7,9,크라운_참크래커.jpg
못말리는 신짱,2021-10-01 00:00:00,크라운,100,100g,밀/대두,528,290,64,22,9,5,크라운_못말리는 신짱.jpg
화이트하임,2021-10-01 00:00:00,크라운,100,100g,밀/대두/우유,525,140,61,33,16,7,크라운_화이트하임.jpg
빅파이,2021-10-01 00:00:00,크라운,100,100g,밀/대두/우유,455,240,66,36,14,5,크라운_빅파이.jpg
죠리퐁,2021-10-01 00:00:00,크라운,100,100g,밀/우유/대두,445,170,77,31,6,8,크라운_죠리퐁.jpg
콘치 크림치즈,2021-10-01 00:00:00,크라운,100,100g,우유/대두,533,190,62,24,18,6,크라운_콘치 크림치즈.jpg
국희 땅콩샌드,2021-10-01 00:00:00,크라운,31,1회제공량,밀/대두/땅콩/우유/계란,160,70,20,7,4.2,2.3,크라운_국희 땅콩샌드.jpg
콘칲,2021-10-01 00:00:00,크라운,70,1봉지,우유/대두/쇠고기,363,370,45,2,6,3,크라운_콘칲.jpg
찹쌀설병,2021-10-01 00:00:00,크라운,100,100g,돼지고기/대두,475,380,75,19,8,5,크라운_찹쌀설병.jpg
찹쌀선과,2021-10-01 00:00:00,크라운,100,100g,밀/대두,485,600,73,14,9,5,크라운_찹쌀선과.jpg
버터와플,2021-10-01 00:00:00,크라운,26.34,1봉지,밀/대두/우유/계란,125,80,20,8,3.1,2,크라운_버터와플.jpg
쿠크다스 화이트 토르테,2021-10-01 00:00:00,크라운,100,100g,밀/대두/계란/우유,552,200,60,39,21,6,크라운_쿠크다스 화이트 토르테.jpg
참아이엔지 치즈크림,2021-10-01 00:00:00,크라운,100,100g,밀/우유/대두,505,660,68,27,17,7,크라운_참아이엔지 치즈크림.jpg
참아이엔지 치즈레몬,2021-10-01 00:00:00,크라운,100,100g,밀/우유/대두,495,600,67,28,17,7,크라운_참아이엔지 치즈레몬.jpg
크라운산도 초코,2021-10-01 00:00:00,크라운,100,100g,밀/대두/땅콩/우유,488,330,71,32,11,6,크라운_크라운산도 초코.jpg
크라운산도 딸기,2021-10-01 00:00:00,크라운,100,100g,밀/우유/대두/계란,503,310,69,26,15,5,크라운_크라운산도 딸기.jpg
크라운산도 스윗밀크,2021-10-01 00:00:00,크라운,20,1봉지,밀/우유/대두/계란,100,50,13,5,3.2,1,크라운_크라운산도 스윗밀크.jpg
오곡쿠키,2021-10-01 00:00:00,크라운,288,100g,밀/땅콩/계란,523,390,61,16,13,9,크라운_오곡쿠키.jpg
속깊은 맘쿠키,2021-10-01 00:00:00,크라운,100,100g,밀/대두/계란/우유,494,310,59,2,13,6,크라운_속깊은 맘쿠키.jpg
감격 트러플,2021-10-01 00:00:00,크라운,96,1곽,대두/우유/조개류,403,760,83,5,104,2,크라운_감격 트러플.jpg
카라멜 메이플콘,2021-10-01 00:00:00,크라운,100,100g,우유/대두,510,270,70,17,8,4,크라운_카라멜 메이플콘.jpg
소복소복 소보로,2021-10-01 00:00:00,크라운,30,1봉지,밀/우유/대두/쇠고기/계란,145,130,21,7,2.9,2,크라운_소복소복 소보로.jpg
노브랜드 라면스낵 치킨향,2021-10-01 00:00:00,이마트,100,100g,대두/밀,460,1160,66,2,9,11,이마트_노브랜드 라면스낵 치킨향.jpg
노브랜드 바삭한콘칩,2021-10-01 00:00:00,이마트,100,100g,대두/밀/우유/쇠고기/닭고기,503,582,68,2,10,6,이마트_노브랜드 바삭한콘칩.jpg
노브랜드 달콤한 맛 쌀과자,2021-10-01 00:00:00,이마트,100,100g,돼지고기,415,420,71,49,4.2,6,이마트_노브랜드 달콤한 맛 쌀과자.jpg
노브랜드 치즈버터샌드,2021-10-01 00:00:00,이마트,100,100g,밀/우유/대두,495,650,63,19,13,7,이마트_노브랜드 치즈버터샌드.jpg
노브랜드 땅콩버터샌드,2021-10-01 00:00:00,이마트,100,100g,밀/우유/대두/땅콩,515,520,61,21,11,9,이마트_노브랜드 땅콩버터샌드.jpg
노브랜드 초코버터샌드,2021-10-01 00:00:00,이마트,100,100g,밀/우유/대두,505,450,62,21,14,8,이마트_노브랜드 초코버터샌드.jpg
노브랜드 쿠키앤크림샌드,2021-10-01 00:00:00,이마트,30,1회제공량,밀/우유/대두,145,130,21,10,2.8,2,이마트_노브랜드 쿠키앤크림샌드.jpg
노브랜드 왕소라형 과자,2021-10-01 00:00:00,이마트,100,100g,밀/우유/대두/땅콩,477,216,72,13,5,9,이마트_노브랜드 왕소라형 과자.jpg
노브랜드 크리스피 라이스 초코,2021-10-01 00:00:00,이마트,22,1봉지,계란,86,90,16,7,1,1,이마트_노브랜드 크리스피 라이스 초코.jpg
노브랜드 인절미스낵,2021-10-01 00:00:00,이마트,130,1봉지,대두,560,350,58,12,16,6,이마트_노브랜드 인절미스낵.jpg
노브랜드 꼬마오징어땅콩,2021-10-01 00:00:00,이마트,100,100g,땅콩/밀/대두/오징어/새우,487.3,313,63,18,6,13.6,이마트_노브랜드 꼬마오징어땅콩.jpg
노브랜드 치즈웨이퍼롤,2021-10-01 00:00:00,이마트,115,1곽,밀/대두/우유,560,500,82,46,11,6,이마트_노브랜드 치즈웨이퍼롤.jpg
노브랜드 핫베이컨칩,2021-10-01 00:00:00,이마트,100,100g,밀/쇠고기/토마토/닭고기/대두/돼지고기,538,745,68,5,12,8,이마트_노브랜드 핫베이컨칩.jpg
노브랜드 메이플쿠키,2021-10-01 00:00:00,이마트,100,100g,밀/대두/우유,487,380,75,40,11,4,이마트_노브랜드 메이플쿠키.jpg
피코크 치즈썸,2021-10-01 00:00:00,이마트,67,1봉지,우유/대두,445,110,26,21,31,2,이마트_피코크 치즈썸.jpg
피코크 에그롤쿠키,2021-10-01 00:00:00,이마트,100,100g,밀/계란/우유,530,170,64,35,16,5,이마트_피코크 에그롤쿠키.jpg
맛동산,2021-10-01 00:00:00,해태,304,1봉지,밀/대두/땅콩/계란/우유,190,20,24,9,0.2,3,해태_맛동산.jpg
홈런볼,2021-10-01 00:00:00,해태,100,100g,우유/땅콩/계란/밀/쇠고기/대두,580,150,51,32,14,8,해태_홈런볼.jpg
칸츄리콘 초코범벅,2021-10-01 00:00:00,해태,30,1회제공량,대두/우유/밀/땅콩,145,85,22,10,2,1,해태_칸츄리콘 초코범벅.jpg
칸츄리콘,2021-10-01 00:00:00,해태,30,1회제공량,대두/우유/밀,155,180,18,2,3.1,1,해태_칸츄리콘.jpg
구운짜장,2021-10-01 00:00:00,해태,140,1봉지,대두/돼지고기/밀/쇠고기/아황산류,150,200,18,1,2.2,2,해태_구운짜장.jpg
자가비,2021-10-01 00:00:00,해태,45,1봉지,대두,265,130,21,1,6,3,해태_자가비.jpg
빠닭,2021-10-01 00:00:00,해태,120,1봉지,닭고기/대두/밀/우유,175,300,15,2,4,2,해태_빠닭.jpg
구운대파,2021-10-01 00:00:00,해태,140,1봉지,대두/밀/우유,805,820,78,8,13,6,해태_구운대파.jpg
신당동 떡볶이,2021-10-01 00:00:00,해태,192,1봉지,밀/대두/토마토,155,170,20,8,2.6,1,해태_신당동 떡볶이.jpg
생생감자칩 레인보우,2021-10-01 00:00:00,해태,30,1회제공량,대두/밀/조개류(바지락)/새우/게/쇠고기/오징어,165,80,17,1,3.3,2,해태_생생감자칩 레인보우.jpg
맛동산 블랙,2021-10-01 00:00:00,해태,30,1회제공량,밀/대두/계란/우유,155,20,19,8,1.2,2,해태_맛동산 블랙.jpg
빠새,2021-10-01 00:00:00,해태,30,1회제공량,밀/대두/새우/오징어/게/우유/쇠고기,180,180,14,2,4,2,해태_빠새.jpg
오사쯔,2021-10-01 00:00:00,해태,30,1회제공량,밀/대두/우유,180,120,17,5,4,1,해태_오사쯔.jpg
구운감자,2021-10-01 00:00:00,해태,27,1곽,밀/우유/대두,130,210,19,2,2.9,1,해태_구운감자.jpg
맛볼 버터갈릭맛,2021-10-01 00:00:00,해태,60,1봉지,계란/대두/밀/오징어/우유/토마토,350,220,35,5,7,3,해태_맛볼 버터갈릭맛.jpg
에이스,2021-10-01 00:00:00,해태,24,1봉지,밀/쇠고기/우유,130,120,15,2,3.7,2,해태_에이스.jpg
에이스 뉴욕치즈케이크맛,2021-10-01 00:00:00,해태,30,1회제공량,밀/쇠고기/우유/대두,165,150,19,4,4,2,해태_에이스 뉴욕치즈케이크맛.jpg
버터링,2021-10-01 00:00:00,해태,75,1봉지,밀/계란/우유/대두,410,10,43,15,13,5,해태_버터링.jpg
